type,volatile acidity,chlorides,density,pH,alcohol,quality
red,0.43,0.073,0.99615,3.37,10.5,6
red,0.52,0.081,0.99685,3.46,11,5
red,0.48,0.054,0.9927,3.54,12.2,7
red,0.38,0.078,0.99625,3.37,9.9,6
red,0.37,0.09,0.998,3.34,9.6,6
red,0.52,0.081,0.99685,3.46,11,5
red,1,0.065,0.99685,3.32,9,6
red,0.63,0.097,0.99675,3.37,9,6
red,0.63,0.097,0.99675,3.37,9,6
red,0.645,0.097,0.99675,3.37,9.2,6
red,0.63,0.097,0.99675,3.37,9,6
red,1,0.065,0.99685,3.32,9,6
red,0.635,0.263,0.9971,3,9.3,5
red,0.38,0.093,0.99925,3.14,10.9,6
red,0.58,0.102,0.99565,3.08,9.8,6
red,0.21,0.075,1.00005,3.07,9.2,7
red,0.21,0.075,1.00005,3.07,9.2,7
red,0.66,0.084,0.9983,3.61,9.9,6
red,0.68,0.075,0.99685,3.38,9.5,5
red,0.6,0.072,0.9963,3.2,9.3,5
red,0.53,0.074,0.99615,3.35,9.8,6
red,0.66,0.084,0.9983,3.61,9.9,6
red,0.32,0.063,0.9985,3.22,10,6
red,0.6,0.074,0.9972,3.47,9.9,6
red,0.35,0.09,0.9986,3.17,10.5,5
red,0.775,0.092,0.9959,3.23,9.5,5
red,0.6,0.074,0.9972,3.47,9.9,6
red,0.57,0.073,0.99675,3.26,9.3,5
red,0.34,0.075,0.998,3.22,9.2,5
red,0.695,0.075,0.9968,3.49,9.2,5
red,0.41,0.611,0.9968,3.06,9.4,5
red,0.31,0.085,0.99965,3.36,10.5,7
red,0.33,0.077,0.99625,3.29,9.3,5
red,0.975,0.087,0.99565,3.35,9.4,4
red,0.52,0.07,0.99575,3.34,10,5
red,0.37,0.077,0.9963,3.28,9.3,5
red,0.56,0.064,0.9999,3.08,10.9,5
red,0.26,0.071,0.9968,3.2,10.2,7
red,0.87,0.096,1.00025,3.6,9.8,4
red,0.35,0.078,0.9973,3.35,12.8,8
red,0.54,0.077,0.9987,3.69,9.4,6
red,0.18,0.104,0.9996,3.28,10.1,6
red,0.545,0.087,0.9965,3.36,10.7,6
red,0.18,0.104,0.9996,3.28,10.1,6
red,0.37,0.071,0.99935,3.22,10.1,5
red,0.715,0.076,0.99735,3.31,9.4,5
red,0.65,0.088,0.99915,3.38,9.4,5
red,0.545,0.087,0.9965,3.36,10.7,6
red,0.54,0.077,0.9987,3.69,9.4,6
red,0.18,0.104,0.9996,3.28,10.1,6
red,0.32,0.073,0.9976,3.23,12.6,8
red,0.4,0.087,0.9991,3.38,10.5,7
red,0.26,0.071,0.9986,3.12,9.3,6
red,0.27,0.358,0.9972,3.25,9.9,7
red,0.52,0.067,0.9971,3.36,9.1,5
red,0.4,0.087,0.9991,3.38,10.5,7
red,0.59,0.102,1.00015,3.31,9.8,5
red,0.59,0.102,1.00015,3.31,9.8,5
red,0.45,0.073,0.9997,3.1,10.3,6
red,0.4,0.092,0.9967,3.37,10.3,6
red,0.52,0.091,0.9976,3.34,10.6,7
red,0.42,0.105,1.001,3.2,9.2,5
red,0.52,0.091,0.9976,3.34,10.6,7
red,0.2,0.343,0.9979,3.3,10.5,5
red,0.55,0.091,0.9994,3.22,10.3,6
red,0.36,0.098,0.9964,3.41,10.1,6
red,0.34,0.094,1.0014,3.05,9.5,6
red,0.5,0.073,1.0001,3.05,9.5,5
red,0.83,0.086,0.9981,3.16,9.9,5
red,0.63,0.083,0.99855,3.67,9.6,5
red,0.65,0.094,0.9993,3.67,9.7,5
red,0.67,0.08,0.99845,3.68,9.6,5
red,0.53,0.086,0.9965,3.38,10.7,6
red,0.18,0.068,0.9973,3.22,10.1,6
red,0.705,0.092,0.9994,3.51,10,5
red,0.67,0.186,0.996,3.39,9.5,5
red,0.65,0.112,0.9973,3.2,9.2,5
red,0.53,0.063,0.9998,3.12,9.3,6
red,0.62,0.082,0.9966,3.36,9.4,5
red,0.41,0.213,0.9994,3.19,9.5,6
red,0.43,0.214,0.9994,3.19,9.5,6
red,0.29,0.062,0.9968,3.41,9.5,6
red,0.53,0.063,0.9998,3.12,9.3,6
red,0.53,0.072,0.996,3.27,9.4,6
red,0.46,0.093,0.99815,3.32,9.5,6
red,0.47,0.076,0.9976,3.3,9.4,5
red,0.36,0.087,0.99645,3.39,11,5
red,0.35,0.096,0.9962,3.42,11,6
red,0.56,0.102,0.9996,3.3,10.1,5
red,0.77,0.082,0.99865,3.3,10.4,6
red,0.66,0.083,0.9989,3.37,11.5,7
red,0.77,0.082,0.99865,3.3,10.4,6
red,0.66,0.083,0.9989,3.37,11.5,7
red,0.61,0.09,0.99975,3.24,9.7,5
red,0.62,0.079,0.99735,3.29,9.3,5
red,0.59,0.09,0.999,3.28,9.5,6
red,0.49,0.071,1.0015,3.16,9.2,6
red,0.49,0.071,1.0015,3.16,9.2,6
red,0.53,0.121,0.9978,3.05,11.5,7
red,0.44,0.107,0.998,3.28,11.5,5
red,0.27,0.082,1.0002,3.16,9.7,6
red,0.46,0.061,0.9981,3.18,9.5,5
red,0.36,0.122,0.998,3.23,12.5,6
red,0.36,0.122,0.998,3.23,12.5,6
red,0.58,0.066,0.9973,3.22,9.4,6
red,0.56,0.105,0.9958,3.13,11,5
red,0.65,0.078,0.9963,3.34,11.7,7
red,0.695,0.128,0.9992,3.17,12.2,7
red,0.43,0.052,0.9948,3.35,12.5,6
red,0.43,0.08,0.9974,3.31,10.3,5
red,0.49,0.103,1.0008,3.16,11.5,6
red,0.28,0.082,0.9997,3.11,9.8,7
red,0.34,0.066,1,3.12,9.2,6
red,0.42,0.065,0.9972,3.21,11.3,6
red,0.39,0.118,0.9982,3.3,9.8,6
red,0.39,0.118,0.9982,3.3,9.8,6
red,0.57,0.082,1.0006,3.12,10.7,6
red,0.685,0.067,0.9979,3.6,9.9,5
red,0.815,0.072,0.9955,3.58,12.3,7
red,0.49,0.093,0.9986,3.02,12,6
red,0.56,0.089,0.9979,3.11,10,6
red,0.785,0.093,0.9994,3.36,9.4,6
red,0.67,0.107,1.0004,3.28,9.9,6
red,0.795,0.096,0.9994,3.35,9.4,6
red,0.665,0.09,0.9974,3.27,9.3,5
red,0.53,0.12,1.0018,3.18,13,5
red,0.21,0.066,0.9912,3.25,11.9,6
red,0.75,0.078,0.9955,3.55,12.8,6
red,0.41,0.08,1.0001,3.26,11,5
red,0.42,0.116,0.997,3.24,11.7,7
red,0.43,0.109,1,3.15,10.4,7
red,0.38,0.088,1.001,3.17,9.8,6
red,0.7,0.099,0.9973,3.19,9.4,5
red,0.45,0.086,0.9982,3.37,9.9,6
red,0.58,0.072,0.9992,3.05,10,5
red,0.46,0.071,0.9988,2.99,10.2,5
red,0.615,0.083,1.0022,3.07,10,7
red,0.42,0.107,0.9979,3.26,11.8,6
red,0.615,0.083,1.0022,3.07,10,7
red,0.575,0.076,1,3.16,9,5
red,0.34,0.159,0.9998,3.18,9.4,5
red,0.27,0.074,0.9962,3.2,12,7
red,0.765,0.063,0.9975,3.57,9.9,5
red,0.24,0.056,0.9967,3.32,8.7,6
red,0.28,0.067,0.9967,3.32,10.6,6
red,0.55,0.106,0.9959,3.05,9.2,5
red,0.41,0.089,1.0014,3.01,10.8,6
red,0.54,0.124,0.9984,3.01,11.8,7
red,0.45,0.078,1.0003,3.26,11,6
red,0.27,0.074,0.9962,3.2,12,7
red,0.625,0.088,0.9988,3.11,13.3,6
red,0.42,0.094,0.9979,3.31,10.8,6
red,0.26,0.08,0.9974,3.21,9.4,6
red,0.415,0.085,1.0014,3.06,10,6
red,0.26,0.08,0.9974,3.21,9.4,6
red,0.26,0.08,0.9974,3.21,9.4,6
red,0.51,0.087,0.998,3.42,9.2,5
red,0.63,0.09,0.9979,3.43,9.7,6
red,0.54,0.088,0.9981,3.41,9.2,6
red,0.66,0.079,0.9972,3.31,9.6,6
red,0.46,0.088,0.9981,3.43,9.2,6
red,0.38,0.096,0.9982,3.19,10,7
red,0.85,0.045,0.9924,3.56,12.9,8
red,0.415,0.085,1.0014,3.06,10,6
red,0.37,0.082,0.998,3.18,9.5,5
red,0.665,0.112,0.997,3.16,9.1,5
red,0.6,0.063,0.9997,3.03,9.9,5
red,0.37,0.066,1.0004,3.22,13,7
red,0.735,0.122,0.9994,3.47,9.9,5
red,0.59,0.087,0.9988,3.18,11,6
red,0.59,0.087,0.9988,3.18,11,6
red,0.765,0.064,0.9963,3.1,9.4,5
red,0.735,0.122,0.9994,3.47,9.9,5
red,0.26,0.059,0.9949,3.29,10.8,6
red,0.48,0.085,1,3.1,10.5,6
red,0.6,0.085,0.9994,3.15,10.5,6
red,0.69,0.075,0.9974,3.26,9.1,5
red,0.31,0.059,0.9966,3.36,10.1,6
red,0.44,0.063,0.9981,3.24,10.8,6
red,0.39,0.093,0.9996,3.18,10.8,7
red,0.34,0.174,0.997,3.19,11.3,6
red,0.46,0.07,0.9981,3.05,9.6,4
red,0.43,0.08,0.9987,3.38,9.5,6
red,0.45,0.08,0.9987,3.38,9.5,5
red,0.735,0.1,0.9966,3.27,9.3,5
red,0.4,0.097,0.9986,3.27,11.7,7
red,0.52,0.087,0.9982,3.26,9.5,5
red,0.725,0.117,1.0014,3.32,9.3,5
red,0.48,0.111,0.997,3.26,11.7,6
red,0.58,0.091,0.9956,3.44,10.5,5
red,0.38,0.121,0.9996,3.24,10.4,6
red,0.77,0.066,0.9976,3.62,9.9,5
red,0.56,0.089,0.9972,3.28,11.8,7
red,0.84,0.059,0.9952,3.52,12.3,7
red,0.96,0.047,0.9955,3.36,10.9,5
red,0.24,0.066,0.9978,3.15,11,7
red,0.96,0.047,0.9955,3.36,10.9,5
red,0.84,0.059,0.9952,3.52,12.3,7
red,0.67,0.045,0.9949,3.49,11.4,6
red,0.78,0.077,0.9988,3.26,10.6,6
red,0.52,0.07,0.9978,3.24,9.3,5
red,0.84,0.088,0.9997,3.1,10.4,6
red,0.24,0.066,0.9978,3.15,11,7
red,0.55,0.074,0.9974,3.25,9.2,5
red,0.37,0.078,0.9958,3,12.8,6
red,0.39,0.091,1.0004,3.16,9.5,5
red,0.41,0.076,0.9996,3.15,9.9,6
red,0.39,0.091,1.0004,3.16,9.5,5
red,0.67,0.06,0.9958,3.26,10.2,6
red,0.45,0.066,0.9986,3.17,11.2,6
red,0.41,0.076,0.9996,3.15,9.9,6
red,0.62,0.062,0.9951,3.08,9.3,5
red,0.31,0.072,0.9987,2.88,9.8,8
red,0.4,0.068,0.9988,3.06,11.3,6
red,0.685,0.1,1.0032,2.95,11.2,7
red,0.44,0.077,0.9963,3.23,11.6,7
red,0.57,0.054,0.9934,3.57,12.5,7
red,0.735,0.079,0.9986,3.23,10.1,6
red,0.38,0.081,0.9996,3.1,10.5,5
red,0.48,0.127,0.9968,3.22,11.2,5
red,0.53,0.1,0.9967,3.2,10.2,6
red,0.39,0.095,0.9994,3.1,10.8,6
red,0.39,0.095,0.9994,3.1,10.8,6
red,0.37,0.413,0.9979,3.06,9.1,6
red,0.56,0.084,0.9968,3.44,10,6
red,0.33,0.084,0.9998,3.26,11.2,7
red,0.23,0.063,0.9952,3.5,11.1,5
red,0.62,0.086,0.9988,3.22,13.4,8
red,0.59,0.095,0.9986,3.37,10.3,5
red,0.63,0.097,0.9988,3.28,9.6,5
red,0.33,0.084,0.9998,3.26,11.2,7
red,0.58,0.074,1.0008,3.25,9,3
red,0.43,0.083,0.9976,3.35,11.3,6
red,0.615,0.087,0.9982,3.26,9.3,5
red,0.26,0.085,0.997,3.18,11.8,5
red,0.66,0.098,0.9972,3.08,9,5
red,0.315,0.084,0.9987,2.98,9.2,6
red,0.29,0.098,1.0006,3.48,9.7,5
red,0.5,0.069,0.9982,3.16,11.5,6
red,0.46,0.065,0.9947,3.32,14,6
red,0.36,0.09,1,3.17,9.2,6
red,0.82,0.07,0.9952,3.2,9.8,5
red,0.32,0.093,0.9996,3.05,10.6,5
red,0.54,0.081,0.997,3.2,11.4,6
red,0.37,0.083,0.9995,3.15,10.4,6
red,0.35,0.062,0.9971,3.26,10.6,5
red,0.28,0.08,0.9982,3.2,9.4,6
red,0.68,0.087,0.9988,3.14,10.2,5
red,0.27,0.091,0.998,3.28,9.7,5
red,0.24,0.075,0.9977,3.18,11,6
red,0.68,0.087,0.9988,3.14,10.2,5
red,0.685,0.077,0.9984,3.19,10.1,6
red,0.28,0.069,1.0026,3.12,9.2,5
red,0.3,0.08,0.9964,3.15,11.7,8
red,0.36,0.152,0.9986,3.04,9.4,5
red,0.36,0.152,0.9986,3.04,9.4,5
red,0.44,0.114,0.997,3.06,13.4,6
red,0.67,0.054,0.9976,3.17,10,5
red,0.67,0.054,0.9976,3.17,10,5
red,0.645,0.053,0.9982,3.17,10,6
red,0.32,0.081,1.0002,3.32,10.8,7
red,0.39,0.073,0.9984,3.34,10.2,6
red,0.775,0.078,0.9984,3.31,10.6,6
red,0.41,0.055,0.9952,3.34,13.3,7
red,0.4,0.052,0.995,3.32,13.4,7
red,0.69,0.086,1.0002,3.48,11.6,6
red,0.39,0.051,0.9952,3.44,12.1,6
red,0.35,0.07,0.9972,3.15,11,8
red,0.52,0.081,0.9984,3.43,9,6
red,0.34,0.09,0.9966,3.32,11.1,5
red,0.35,0.07,0.9972,3.15,11,8
red,0.69,0.086,1.0002,3.48,11.6,6
red,0.52,0.081,0.9984,3.43,9,6
red,0.44,0.074,0.999,3.17,12,7
red,0.44,0.074,0.999,3.17,12,7
red,0.26,0.078,0.9976,3.18,10.9,7
red,0.24,0.077,0.9976,3.21,10.8,7
red,0.49,0.072,0.9968,3.16,12.5,7
red,0.24,0.075,0.9976,3.25,10.8,7
red,0.67,0.084,1,3.17,9.5,6
red,0.59,0.09,0.9994,3.18,10.2,6
red,0.29,0.084,0.9986,3.04,11.4,7
red,0.42,0.073,0.9978,3.02,9.5,5
red,0.59,0.09,0.9994,3.18,10.2,6
red,0.4,0.125,0.998,3.03,9.7,6
red,0.51,0.107,0.9973,3.09,11.8,7
red,0.51,0.107,0.9973,3.09,11.8,7
red,0.655,0.122,1.001,3.31,9.3,5
red,0.6,0.1,1.001,3.25,11.9,6
red,0.61,0.2,0.9994,3.16,8.4,3
red,0.21,0.088,0.9972,3.22,11.7,6
red,0.365,0.088,0.9966,3.36,11,5
red,0.25,0.088,0.9982,3.42,10,6
red,0.41,0.088,0.998,3.48,9.1,5
red,0.39,0.099,0.9979,3.38,9.8,5
red,0.4,0.085,0.9978,3.22,9.4,5
red,0.43,0.086,0.9976,3.23,9.5,5
red,0.64,0.105,0.9998,3.24,9.9,5
red,0.365,0.088,0.9966,3.36,11,5
red,0.38,0.097,0.9962,3.39,11.4,6
red,0.42,0.084,0.9988,3.34,8.7,6
red,0.63,0.077,0.9974,3.09,9.4,5
red,0.22,0.078,0.999,3.41,10.3,6
red,0.38,0.098,1.0004,3.16,10.3,5
red,0.38,0.098,1.0004,3.16,10.3,5
red,0.27,0.072,0.9956,3.22,12.8,6
red,0.48,0.102,1,3.28,10,6
red,0.22,0.078,0.999,3.41,10.3,6
red,0.63,0.077,0.9974,3.09,9.4,5
red,0.825,0.084,0.9972,3.37,10.7,6
red,0.35,0.066,1.0014,3.2,12,7
red,0.5,0.1,0.9996,3.22,11.2,5
red,0.59,0.101,0.9988,3.26,9.6,5
red,0.46,0.064,0.9988,3.21,11,6
red,0.715,0.07,0.9966,3.12,9.9,5
red,0.66,0.085,0.9993,3.06,11,6
red,0.31,0.075,1.0008,2.86,8.4,6
red,0.47,0.094,0.9982,3.08,9.1,5
red,0.55,0.078,0.9983,3.45,9.5,6
red,0.31,0.067,0.9987,3.26,10.7,6
red,0.35,0.079,0.9994,3.12,10.4,6
red,0.53,0.171,0.9975,3.27,9.4,6
red,0.51,0.074,0.9958,3.33,9.5,6
red,0.43,0.092,0.998,3.19,10,6
red,0.46,0.092,0.998,3.12,10,6
red,1.04,0.05,0.9934,3.74,11.5,5
red,0.645,0.095,1.00315,2.92,11.1,5
red,0.645,0.095,1.00315,2.92,11.1,5
red,0.53,0.118,1.0002,3.07,11.7,6
red,0.645,0.095,1.00315,2.92,11.1,5
red,0.53,0.118,1.0002,3.07,11.7,6
red,0.47,0.085,1.0021,3.3,12.7,6
red,0.6,0.075,0.9994,3.14,11.4,5
red,0.44,0.078,0.9978,3.23,9.2,5
red,0.54,0.094,0.9982,3.08,9.2,5
red,0.29,0.092,0.9971,3.31,10.1,6
red,0.47,0.085,1.0021,3.3,12.7,6
red,0.6,0.075,0.9994,3.14,11.4,5
red,0.7,0.226,0.9991,3.32,9,6
red,0.7,0.226,0.9991,3.32,9,6
red,0.5,0.25,0.999,3.31,10.7,6
red,0.36,0.095,0.9946,3.57,11.7,6
red,0.35,0.07,1.0003,3.32,11,6
red,0.36,0.095,0.9946,3.57,11.7,6
red,0.24,0.075,0.9978,3.14,10.4,5
red,0.59,0.07,0.9991,3.3,9.6,4
red,0.34,0.078,0.9992,3.19,10,6
red,0.27,0.079,0.9993,3.2,10.2,6
red,0.5,0.103,0.9978,3.34,10,4
red,0.44,0.083,0.9982,3.3,9.5,5
red,0.47,0.085,0.9982,3.29,9.8,5
red,0.31,0.063,0.9976,3.14,9.8,6
red,0.5,0.089,1.0002,3.19,9.6,5
red,0.5,0.089,1.0002,3.19,9.6,5
red,0.49,0.083,1,3.19,9.2,5
red,0.28,0.074,0.9976,2.98,9.9,7
red,0.33,0.093,1.0002,3.3,10.7,7
red,0.51,0.091,0.998,3.47,9.6,6
red,0.31,0.094,0.9986,3.12,10.6,7
red,0.73,0.108,0.9967,3.26,9.3,5
red,0.42,0.06,0.9917,3.72,14,8
red,0.29,0.059,0.9976,3.05,10.5,7
red,0.45,0.084,0.9987,3.35,9.7,5
red,0.39,0.07,0.9922,3.12,11.5,6
red,0.45,0.084,0.9987,3.35,9.7,5
red,0.49,0.094,1.0004,3.29,9,5
red,0.72,0.096,0.9978,3.4,9.5,5
red,0.595,0.086,0.9998,3.27,9.3,5
red,0.4,0.059,0.9994,3.04,9.3,6
red,0.58,0.071,0.998,3.09,10,6
red,0.585,0.078,0.9967,3.2,9.8,6
red,0.59,0.082,1,3,9.3,6
red,0.915,0.088,0.9962,3.26,10,4
red,0.46,0.071,1.0006,3.1,9,6
red,0.835,0.081,0.9975,3.3,9.3,5
red,0.46,0.071,1.0006,3.1,9,6
red,0.58,0.096,0.9984,3.17,9.1,6
red,0.6,0.085,0.9984,3.31,9.2,6
red,0.41,0.072,0.9973,3.34,12.2,7
red,0.48,0.092,0.9982,3.31,10.5,6
red,0.65,0.11,1.0026,3.32,10.4,6
red,0.36,0.075,0.9956,3.56,12.7,6
red,0.24,0.083,0.9983,3.39,9.2,5
red,0.38,0.081,1.0006,2.98,9.4,5
red,0.64,0.077,0.9965,3.32,10,6
red,0.39,0.058,0.9962,3.26,9.8,5
red,0.755,0.148,0.9969,2.87,10.2,6
red,0.6,0.079,0.9997,3.5,9.7,5
red,0.6,0.079,0.9997,3.5,9.7,5
red,0.31,0.079,0.9982,3.03,9.8,6
red,0.46,0.122,1.0006,3.13,10.2,5
red,0.37,0.088,0.9988,3.09,9.3,5
red,0.54,0.076,0.9976,3.27,9.4,5
red,0.56,0.078,0.9976,3.28,9.4,5
red,0.58,0.08,0.9974,3.13,9.5,5
red,0.51,0.077,0.9974,3.49,12.1,6
red,0.69,0.124,0.9997,3.46,10.2,5
red,0.69,0.124,0.9997,3.46,10.2,5
red,0.6,0.098,0.9988,3.36,9.1,5
red,0.6,0.098,0.9988,3.36,9.1,5
red,0.54,0.097,0.9976,3.27,9.3,6
red,0.685,0.111,0.9964,3.21,9.3,5
red,0.54,0.097,0.9976,3.27,9.3,6
red,0.28,0.105,0.9988,3.25,9.5,5
red,0.41,0.087,0.9964,3.32,10.5,6
red,0.935,0.105,1.001,3.43,11.3,4
red,0.35,0.073,0.9964,3.27,9.5,5
red,0.84,0.065,0.9954,3.27,9.7,5
red,0.88,0.086,0.9979,3.24,9.4,5
red,0.885,0.084,0.9978,3.24,9.4,5
red,0.915,0.143,0.9964,3.35,10.2,7
red,0.29,0.067,0.997,3.18,10.3,6
red,0.54,0.071,0.9991,3.39,9.4,5
red,0.59,0.071,0.9992,3.46,9.5,5
red,0.54,0.071,0.9991,3.39,9.4,5
red,0.59,0.071,0.9992,3.46,9.5,5
red,0.54,0.071,0.9991,3.39,9.4,5
red,0.64,0.115,0.9984,3.37,10.1,7
red,0.67,0.107,0.9972,3.4,10.1,5
red,0.845,0.07,0.9967,3.32,11,4
red,0.48,0.066,0.9964,3.33,11.2,7
red,0.42,0.068,0.9948,3.16,11.3,6
red,0.43,0.106,0.9986,2.89,9.6,5
red,0.88,0.104,1.001,3.41,11.2,5
red,0.36,0.096,0.9976,2.98,14.9,5
red,0.33,0.079,0.9976,3.12,12,6
red,0.47,0.074,0.9979,3.08,9.5,5
red,0.55,0.087,1.0004,3.14,9.4,5
red,0.43,0.106,0.9986,2.89,9.6,5
red,0.5,0.073,0.998,2.92,10.5,7
red,0.52,0.074,0.9973,3.32,9.6,6
red,0.84,0.096,0.997,3.41,11,4
red,0.52,0.074,0.9973,3.32,9.6,6
red,0.42,0.08,0.9978,3.31,9,5
red,0.57,0.076,0.9972,3.36,9.6,6
red,0.28,0.05,0.9974,3.04,10.2,6
red,0.4,0.092,1,3.03,10.2,5
red,0.59,0.084,0.9981,3.14,9.7,5
red,0.49,0.222,0.998,3.18,9.5,6
red,0.34,0.082,0.9988,2.94,9.2,6
red,0.73,0.059,0.9966,3.15,11,5
red,0.34,0.082,0.9988,2.94,9.2,6
red,0.4,0.083,0.9959,3.26,10,5
red,0.73,0.074,0.9968,3.2,9.5,5
red,1.24,0.079,0.998,3.15,9.5,5
red,0.73,0.074,0.9968,3.2,9.5,5
red,0.4,0.084,0.9984,3.08,9.3,6
red,0.41,0.064,0.9984,3.26,10.2,5
red,0.4,0.084,0.9984,3.08,9.3,6
red,0.8,0.084,0.9979,3.4,9.9,5
red,0.78,0.081,0.9983,3.48,10,5
red,0.26,0.06,0.9972,3.13,9.6,5
red,0.43,0.07,1.0004,3.06,9,5
red,0.45,0.094,0.9962,3.21,10.2,6
red,0.46,0.078,0.998,3.33,9.8,5
red,0.78,0.059,0.997,3.37,11.3,5
red,0.98,0.078,0.998,3.25,9.4,5
red,0.78,0.059,0.997,3.37,11.3,5
red,0.65,0.07,0.997,3.44,9.1,5
red,0.64,0.095,0.9998,3.28,9.7,5
red,0.66,0.039,0.9962,3.4,9.4,5
red,0.38,0.157,0.9976,3.3,9.4,5
red,1.185,0.097,0.9966,3.63,10.7,3
red,0.92,0.087,0.9998,3.48,9.8,5
red,0.49,0.422,0.9979,3.03,9,5
red,0.48,0.084,0.9984,3.32,9.4,5
red,0.47,0.084,0.9984,3.31,9.4,5
red,0.47,0.034,0.9921,3.9,12.8,6
red,0.65,0.066,0.9972,3.47,9.5,6
red,0.65,0.066,0.9972,3.47,9.5,6
red,0.615,0.087,1.0001,3.31,9.7,5
red,0.38,0.071,0.9986,3.11,10.8,6
red,1.02,0.076,0.9984,3.08,10.1,6
red,0.65,0.066,0.9972,3.47,9.5,6
red,0.64,0.067,0.997,3.47,9.4,6
red,0.38,0.073,0.9972,3.32,9.6,4
red,0.765,0.078,0.998,3.29,9.7,4
red,1.035,0.073,0.999,3.37,9.9,5
red,0.78,0.093,0.9956,3.4,10,5
red,0.49,0.077,0.9966,3.37,10.5,5
red,0.545,0.068,0.996,3.34,11.6,6
red,0.31,0.062,0.9983,3.27,10,6
red,1.025,0.08,0.9985,3.06,10.1,5
red,0.565,0.093,0.9998,3.38,9.5,5
red,0.69,0.084,0.9992,3.36,9.4,5
red,0.43,0.075,0.9976,3.34,9.4,5
red,0.74,0.078,0.998,3.28,9.8,5
red,0.49,0.069,0.9967,3.29,9.2,6
red,0.43,0.075,0.9976,3.34,9.4,5
red,0.46,0.079,0.9968,3.21,10,5
red,0.56,0.082,0.9976,3.22,9.6,5
red,0.66,0.086,0.9976,3.46,9.5,5
red,0.56,0.082,0.9976,3.22,9.6,5
red,0.48,0.094,0.9982,3.1,9.2,5
red,0.42,0.084,0.9968,3.21,10,5
red,0.31,0.053,0.9965,2.94,9.5,5
red,1.115,0.086,0.9958,3.54,11.2,4
red,0.66,0.077,0.9976,3.29,10.4,5
red,0.72,0.084,0.9994,3.43,11.1,6
red,0.57,0.067,0.997,3.46,9.5,5
red,0.57,0.067,0.997,3.46,9.5,5
red,0.865,0.071,0.995,3.61,12.7,6
red,0.55,0.387,0.9982,3.17,9.6,5
red,0.875,0.088,0.9994,3.44,11.5,5
red,0.835,0.092,0.9966,3.39,9.6,5
red,0.45,0.082,0.998,3.55,9.5,5
red,0.56,0.075,0.9987,3.48,9.3,5
red,0.965,0.112,0.9963,3.26,9.5,5
red,0.965,0.112,0.9963,3.26,9.5,5
red,0.59,0.093,1.0002,3.5,9.3,6
red,0.46,0.092,0.9983,3.1,9.2,5
red,0.69,0.088,0.999,3.35,9.3,5
red,0.76,0.075,0.9965,3.45,11.5,6
red,0.53,0.078,0.99788,3.21,9.5,5
red,0.615,0.065,0.9972,3.46,9.2,5
red,0.41,0.096,1.00024,3.13,10,5
red,0.39,0.095,1.0001,3.13,9.5,5
red,0.51,0.07,0.99768,3.52,9.5,6
red,0.34,0.08,0.9978,3.3,9,6
red,0.33,0.083,0.99782,3.3,9.4,5
red,0.5,0.071,0.99761,3.52,9.6,6
red,0.51,0.07,0.99768,3.52,9.5,6
red,0.65,0.089,0.99803,3.29,9.5,5
red,0.65,0.089,0.99803,3.29,9.5,5
red,0.54,0.097,0.99785,3.39,9.4,5
red,0.65,0.089,0.99803,3.29,9.5,5
red,0.48,0.415,0.99656,3.09,9.1,6
red,0.91,0.058,0.99525,3.51,10.7,6
red,0.98,0.057,0.99488,3.6,11.2,6
red,0.87,0.084,0.99656,3.25,9.8,5
red,0.87,0.084,0.99656,3.25,9.8,5
red,0.42,0.092,0.99823,3.19,9.2,5
red,0.58,0.075,0.99779,3.23,9.7,5
red,0.655,0.096,0.99738,3.25,9.6,5
red,0.7,0.069,0.99701,3.31,10,6
red,0.655,0.096,0.99738,3.25,9.6,5
red,0.68,0.093,0.99888,3.31,9.5,6
red,0.67,0.091,0.99888,3.31,9.5,6
red,0.59,0.089,0.99738,3.14,9.4,5
red,0.6,0.103,0.99938,3.45,9.5,5
red,0.59,0.082,0.99744,3.55,9.7,6
red,0.72,0.076,0.99668,3.39,9.6,5
red,0.59,0.082,0.99744,3.55,9.7,6
red,0.685,0.082,0.9978,3.28,9.4,5
red,0.57,0.082,0.99782,3.27,9.4,5
red,0.4,0.157,0.9973,3.3,9.5,6
red,0.4,0.157,0.99727,3.31,9.5,6
red,1,0.102,0.99586,3.43,10,5
red,0.765,0.243,0.99612,3.4,10.3,6
red,0.635,0.241,0.9961,3.4,10.3,6
red,0.43,0.079,0.99788,3.36,10.5,5
red,0.52,0.076,0.99745,3.5,9.8,5
red,0.57,0.19,0.99676,3.31,9.4,6
red,0.46,0.114,0.99732,3.66,9.8,5
red,0.82,0.081,0.99814,3.36,10,5
red,0.46,0.114,0.99732,3.66,9.8,5
red,0.59,0.077,0.99746,3.55,9.8,5
red,0.35,0.083,0.9982,3.21,9.5,5
red,0.35,0.083,0.9982,3.21,9.5,5
red,0.56,0.079,0.9991,3.18,10.1,6
red,0.56,0.079,0.9991,3.18,10.1,6
red,0.63,0.099,0.998,3.09,9.3,5
red,0.37,0.082,0.99708,3.33,9.7,6
red,0.64,0.084,0.99818,3.23,9.6,5
red,0.61,0.081,0.99745,3.48,9.7,6
red,0.6,0.055,0.99639,3.38,10.8,5
red,0.27,0.065,0.99531,3.17,12.5,6
red,0.89,0.132,0.99786,2.99,10.2,5
red,0.46,0.126,0.99746,3.1,9.6,5
