type,volatile acidity,chlorides,density,alcohol,quality
white,0.25,0.038,0.99088,11.7,7
white,0.32,0.03,0.98904,12.8,8
white,0.225,0.03,0.989,12.8,8
white,0.31,0.045,0.99546,10.2,5
white,0.62,0.037,0.98758,13.55,6
white,0.3,0.036,0.9901,11.6,6
white,0.3,0.045,0.9974,8.9,6
white,0.785,0.036,0.98981,13.8,6
white,0.31,0.175,0.9952,9.4,6
white,0.32,0.174,0.99519,9.4,5
white,0.105,0.035,0.99142,10.7,7
white,0.105,0.035,0.99142,10.7,7
white,0.33,0.043,0.9897,12.3,6
white,0.32,0.042,0.99684,10.3,5
white,0.26,0.047,0.99445,10.4,6
white,0.2,0.039,0.99051,11.6,7
white,0.105,0.035,0.99142,10.7,7
white,0.28,0.037,0.98986,12.8,8
white,0.31,0.038,0.99189,11.9,7
white,0.35,0.033,0.98934,12.1,4
white,0.26,0.034,0.99449,9.2,6
white,0.28,0.051,0.99566,9.5,6
white,0.17,0.039,0.99252,11,6
white,0.35,0.053,0.9959,10.9,5
white,0.26,0.053,0.9924,10.4,6
white,0.375,0.054,0.99482,9.1,5
white,0.17,0.075,0.99103,11.4,6
white,0.26,0.027,0.98946,11.4,7
white,0.36,0.127,0.99212,9.7,5
white,0.4,0.026,0.99052,12.4,6
white,0.76,0.041,0.99026,13.7,7
white,0.41,0.032,0.99516,10.6,6
white,0.385,0.031,0.99128,11.2,6
white,0.27,0.021,0.9891,13.13333333,6
white,0.4,0.026,0.99052,12.4,6
white,0.36,0.127,0.99212,9.7,5
white,0.24,0.043,0.99176,11,6
white,0.23,0.036,0.99162,11.3,6
white,0.28,0.054,0.99193,12,7
white,0.23,0.042,0.9967,9.2,5
white,0.34,0.046,0.99462,10.7,6
white,0.34,0.046,0.99462,10.7,6
white,0.22,0.036,0.99058,11.4,6
white,0.23,0.042,0.9967,9.2,5
white,0.32,0.032,0.99258,12.1,7
white,0.29,0.062,0.99138,11.1,6
white,0.38,0.058,0.99271,9.7,6
white,0.32,0.057,0.9917,10.7,5
white,0.33,0.031,0.99126,10.9,6
white,0.37,0.033,0.98986,12,7
white,0.295,0.035,0.99154,10.6,6
white,0.5,0.096,0.99642,9.6,5
white,0.28,0.031,0.99154,13.1,6
white,0.275,0.038,0.99313,11,6
white,0.405,0.038,0.99125,11.6,4
white,0.34,0.029,0.99318,11.95,7
white,0.22,0.05,0.99099,11.1,6
white,0.28,0.043,0.99004,11.5,6
white,0.34,0.046,0.99093,11.3,5
white,0.29,0.044,0.98924,11.9,6
white,0.38,0.136,0.99336,9.5,5
white,0.3,0.048,0.98944,12.2,6
white,0.54,0.038,0.99022,12.2,7
white,0.36,0.048,0.99146,11.1,6
white,0.33,0.055,0.99488,9.6,5
white,0.36,0.048,0.99146,11.1,6
white,0.33,0.055,0.99488,9.6,5
white,0.23,0.044,0.99176,11.4,5
white,0.25,0.047,0.99001,11.4,5
white,0.35,0.041,0.99005,12.06666667,6
white,0.23,0.058,0.99755,9,6
white,0.23,0.058,0.99755,9,6
white,0.38,0.043,0.99444,11.4,6
white,0.35,0.055,0.99502,9.6,5
white,0.43,0.045,0.99222,11,6
white,0.52,0.046,0.99224,11,6
white,0.31,0.027,0.99067,11.2,6
white,0.22,0.052,0.99069,11.55,6
white,0.36,0.036,0.98936,13.3,7
white,0.41,0.066,0.99266,9.633333333,5
white,0.355,0.046,0.98822,13.6,6
white,0.41,0.048,0.99138,11.2,6
white,0.6,0.031,0.98854,13,6
white,0.23,0.046,0.99324,10.8,6
white,0.24,0.032,0.99626,9.8,6
white,0.32,0.021,0.99188,11.45,7
white,0.2,0.015,0.9897,12.05,6
white,0.42,0.032,0.99622,9.7,5
white,0.21,0.03,0.99044,11.9,6
white,0.2,0.048,0.99282,10,6
white,0.22,0.035,0.99245,9.7,6
white,0.38,0.038,0.99132,11.6,7
white,0.54,0.032,0.99286,8.8,5
white,0.53,0.035,0.99234,9.5,4
white,0.34,0.046,0.99494,9.533333333,6
white,0.34,0.046,0.99494,9.533333333,6
white,0.235,0.03,0.9954,9.4,6
white,0.32,0.037,0.99184,10.7,5
white,0.47,0.035,0.98964,11.5,6
white,0.33,0.048,0.99492,9.6,5
white,0.34,0.046,0.99494,9.55,6
white,0.21,0.028,0.99168,12.15,7
white,0.41,0.023,0.98928,13,7
white,0.22,0.052,0.9933,9.2,5
white,0.235,0.03,0.9954,9.4,6
white,0.34,0.036,0.98938,11.8,6
white,0.21,0.038,0.99074,10.6,6
white,0.23,0.032,0.99298,9.7,5
white,0.21,0.039,0.99114,11.2,6
white,0.32,0.047,0.9949,9.6,5
white,0.24,0.041,0.99254,9.4,6
white,0.29,0.022,0.98869,12.8,7
white,0.21,0.02,0.98941,11.8,6
red,0.7,0.076,0.9978,9.4,5
red,0.88,0.098,0.9968,9.8,5
red,0.76,0.092,0.997,9.8,5
red,0.28,0.075,0.998,9.8,6
red,0.7,0.076,0.9978,9.4,5
red,0.66,0.075,0.9978,9.4,5
red,0.6,0.069,0.9964,9.4,5
red,0.65,0.065,0.9946,10,7
red,0.58,0.073,0.9968,9.5,7
red,0.5,0.071,0.9978,10.5,5
red,0.58,0.097,0.9959,9.2,5
red,0.5,0.071,0.9978,10.5,5
red,0.615,0.089,0.9943,9.9,5
red,0.61,0.114,0.9974,9.1,5
red,0.62,0.176,0.9986,9.2,5
red,0.62,0.17,0.9986,9.2,5
red,0.28,0.092,0.9969,10.5,7
red,0.56,0.368,0.9968,9.3,5
red,0.59,0.086,0.9974,9,4
red,0.32,0.341,0.9969,9.2,6
red,0.22,0.077,0.9968,9.4,6
red,0.39,0.082,0.9982,9.7,5
red,0.43,0.106,0.9966,9.5,5
red,0.49,0.084,0.9968,9.4,5
red,0.4,0.085,0.9968,9.7,6
red,0.39,0.08,0.9955,9.3,5
red,0.41,0.08,0.9962,9.5,5
red,0.43,0.106,0.9966,9.5,5
red,0.71,0.08,0.9972,9.4,5
red,0.645,0.082,0.9964,9.8,6
red,0.675,0.089,0.9958,10.1,5
red,0.685,0.105,0.9966,10.6,6
red,0.655,0.083,0.9966,9.8,5
red,0.605,0.073,0.9993,9.4,6
red,0.32,0.103,0.9957,9.2,5
red,0.645,0.086,0.9986,9.6,6
red,0.6,0.086,0.9975,10.8,6
red,0.38,0.066,0.9968,9.7,7
red,1.13,0.172,0.994,9.8,4
red,0.45,0.074,0.9978,10.5,5
red,0.45,0.074,0.9978,10.5,5
red,0.61,0.088,0.9976,9.3,4
red,0.49,0.332,0.9968,10.5,6
red,0.66,0.069,0.9968,10.3,5
red,0.67,0.05,0.9962,9.5,5
red,0.52,0.054,0.9934,13.1,4
red,0.935,0.114,0.997,9.2,5
red,0.29,0.113,0.9969,9.5,5
red,0.4,0.066,0.9958,9.2,5
red,0.31,0.074,0.9954,9.2,5
red,0.66,0.074,0.9971,9.2,5
red,0.52,0.069,0.9956,9.4,6
red,0.5,0.068,0.9955,9.4,6
red,0.38,0.081,0.997,9.4,5
red,0.51,0.11,0.9955,10.2,6
red,0.62,0.084,0.9978,9.5,5
red,0.42,0.07,0.9971,9.6,5
red,0.63,0.111,0.9983,9.4,5
red,0.59,0.076,0.9975,10,5
red,0.39,0.074,0.9962,9.4,6
red,0.4,0.079,0.998,9.2,5
red,0.69,0.115,0.9968,9.3,5
red,0.52,0.085,0.9968,9.5,7
red,0.735,0.081,0.9966,9.8,5
red,0.725,0.086,0.9962,10.9,5
red,0.725,0.086,0.9962,10.9,5
red,0.52,0.079,0.9968,9.6,5
red,0.705,0.076,0.9962,10.7,5
red,0.32,0.074,0.9969,10.7,5
red,0.705,0.074,0.9962,10.5,6
red,0.63,0.076,0.9967,9.5,6
red,0.67,0.088,0.9962,9.5,5
red,0.69,0.084,0.9961,9.5,5
red,0.675,0.084,0.9976,9.2,4
red,0.32,0.094,0.9984,9.6,5
red,0.41,0.093,0.9986,10.5,5
red,0.41,0.093,0.9986,10.5,5
red,0.785,0.104,0.9966,10.7,6
red,0.75,0.086,0.9958,10.1,5
red,0.625,0.08,0.9972,9.1,4
red,0.45,0.069,0.9958,9.2,5
red,0.43,0.464,0.9974,9.4,5
red,0.5,0.086,0.997,9.1,5
red,0.67,0.401,0.9969,9.4,5
red,0.3,0.069,0.9959,10.3,6
red,0.55,0.076,0.9961,10.1,5
red,0.49,0.11,0.9972,9.9,6
red,0.49,0.062,0.9966,9.6,5
red,0.39,0.107,0.9978,9.5,5
red,0.62,0.076,0.9978,9,5
red,0.52,0.079,0.9964,9.5,5
red,0.49,0.11,0.9972,9.9,6
red,0.49,0.11,0.9972,9.8,5
red,0.49,0.062,0.9966,9.6,5
red,1.02,0.045,0.9938,10.5,4
red,0.6,0.058,0.9932,12.9,6
red,0.775,0.102,0.9965,10.7,5
red,0.5,0.07,0.9963,9.2,5
red,0.9,0.079,0.9967,9.8,5
red,0.545,0.08,0.9972,9,6
red,0.61,0.084,0.9972,10.2,6
red,0.5,0.075,0.9959,10.4,6
red,0.545,0.08,0.9972,9,6
red,0.575,0.077,0.9967,9.2,5
red,0.49,0.07,0.996,9.4,5
red,0.575,0.077,0.9967,9.2,5
red,0.41,0.467,0.9973,9.3,5
red,0.63,0.088,0.9969,9.3,5
red,0.33,0.091,0.9976,9.6,6
red,0.785,0.122,0.9969,9.3,5
red,0.56,0.104,0.9964,9.5,5
red,0.62,0.084,0.9964,9.8,5
red,0.6,0.085,0.9964,9.8,5
red,0.31,0.08,0.9988,9.7,6
red,0.56,0.104,0.9964,9.5,5
red,0.4,0.09,0.9966,10.5,6
red,0.54,0.077,0.9978,10,6
red,0.56,0.082,0.997,9.4,6
red,0.55,0.119,0.9962,10.9,6
red,0.69,0.097,0.9959,9.2,6
red,1.07,0.178,0.9962,9,5
red,0.55,0.119,0.9962,10.9,6
red,0.695,0.075,0.998,9.2,5
red,0.71,0.08,0.9976,9.5,5
red,0.5,0.082,0.996,9.5,5
red,0.62,0.146,0.9984,9.4,5
red,1.33,0.081,0.9964,10.9,5
red,1.33,0.082,0.9964,10.9,5
red,0.59,0.065,0.9962,10.5,7
red,0.38,0.072,0.9955,9.4,5
red,0.745,0.118,0.9968,9.4,5
red,0.5,0.049,0.9937,13,5
red,0.5,0.049,0.9937,13,5
red,0.5,0.06,0.9952,9.8,6
red,1.04,0.084,0.9959,9.9,6
red,0.745,0.09,0.9965,9.6,5
red,0.715,0.089,0.9968,9.5,5
red,0.415,0.081,0.9972,9.2,5
red,0.56,0.081,0.9962,9.5,5
red,0.56,0.081,0.9962,9.5,5
red,0.745,0.09,0.9965,9.6,5
red,0.715,0.089,0.9968,9.5,5
red,0.34,0.05,0.9916,14,6
red,0.39,0.066,0.9954,9.4,5
red,0.34,0.05,0.9916,14,6
red,0.67,0.117,0.9968,9.4,5
red,0.68,0.087,0.9944,10,5
red,0.49,0.236,0.9968,9.3,5
red,0.49,0.074,0.9959,10.2,6
red,0.4,0.089,0.9975,10.5,6
red,0.33,0.077,0.9958,10.3,6
red,0.52,0.61,0.9996,9.4,4
red,0.6,0.095,0.995,10.1,5
red,0.6,0.095,0.995,10.1,5
red,0.43,0.07,0.9973,10.5,5
red,0.43,0.071,0.9973,10.5,5
red,0.43,0.07,0.9973,10.5,5
red,0.43,0.071,0.9973,10.5,5
red,0.68,0.073,0.9969,9.3,5
red,0.6,0.079,0.9968,9.3,6
red,0.95,0.09,0.9959,9.6,5
red,0.68,0.072,0.9965,9.2,4
red,0.53,0.076,0.9964,10,6
red,0.6,0.07,0.9982,9.4,5
red,0.59,0.07,0.9981,9.4,5
red,0.63,0.1,0.9961,9.5,5
red,0.64,0.085,0.9956,10.2,5
red,0.55,0.072,0.9956,9,4
red,0.63,0.089,0.9953,10.4,6
red,0.705,0.36,0.9964,9.5,5
red,0.885,0.058,0.9972,9.1,4
red,0.42,0.073,0.9972,9.2,6
red,0.42,0.073,0.9972,9.2,6
red,0.62,0.068,0.9961,11.5,6
red,0.38,0.08,0.9961,9.5,5
red,0.5,0.085,0.9958,9.5,5
red,0.38,0.08,0.9961,9.5,5
red,0.52,0.087,0.9972,10.5,6
red,0.805,0.068,0.9969,9.6,5
red,0.61,0.067,0.9969,9.5,5
red,0.61,0.067,0.9969,9.5,5
red,0.61,0.27,0.9972,9.3,5
red,0.73,0.076,0.9972,9.3,5
red,0.61,0.077,0.9971,9.3,5
red,0.62,0.079,0.997,9.3,6
red,0.31,0.111,0.9971,9.7,5
red,0.39,0.082,0.9972,9.2,5
red,0.705,0.084,0.9976,9.7,5
red,0.5,0.084,0.9968,9.5,5
red,0.49,0.082,0.9968,9.5,5
red,0.5,0.077,0.9976,9.4,5
red,0.37,0.074,0.9974,9.8,6
red,0.63,0.099,0.9969,9.5,5
red,0.55,0.071,0.9964,9.7,5
red,0.55,0.071,0.9964,9.7,5
red,0.59,0.074,0.9968,9.4,5
red,0.58,0.074,0.9968,10.2,5
red,0.3,0.067,0.9981,10.1,6
red,0.835,0.046,0.9924,13,7
red,1.09,0.061,0.9948,11.4,4
red,0.32,0.056,0.99695,10.3,7
red,0.37,0.097,0.9975,9.3,5
red,0.5,0.075,0.99545,9.5,5
red,0.42,0.088,0.9961,9.2,5
red,0.43,0.089,0.99615,9.2,6
red,0.3,0.095,0.9994,10.8,7
red,0.3,0.095,0.9994,10.8,7
red,0.57,0.069,0.99625,9.3,5
red,0.44,0.1,0.9966,9.4,5
red,0.3,0.054,0.998,10.5,7
red,0.53,0.039,0.99585,12.4,6
red,0.725,0.083,0.99685,10,6
red,0.44,0.059,0.998,10.2,6
red,0.57,0.06,0.9959,10.1,5
red,0.735,0.092,0.9974,9.8,6
red,0.49,0.06,0.9974,10.5,5
red,0.625,0.101,0.9962,11,5
red,0.725,0.072,0.9967,9.1,5
red,0.49,0.076,0.9957,9.7,5
red,0.53,0.08,0.99655,9.5,5
red,0.34,0.082,0.9964,9.4,6
red,0.53,0.101,0.9957,9.4,5
red,0.61,0.057,0.99525,9.5,5
red,0.645,0.083,0.99815,10,6
red,0.635,0.089,0.99745,10.4,4
red,0.43,0.073,0.99615,10.5,6
red,0.59,0.337,0.9964,9.5,6
red,0.82,0.089,0.9984,9.8,5
red,0.43,0.073,0.99615,10.5,6
red,0.52,0.081,0.99685,11,5
red,0.48,0.054,0.9927,12.2,7
red,0.38,0.078,0.99625,9.9,6
red,0.37,0.09,0.998,9.6,6
red,0.52,0.081,0.99685,11,5
red,1,0.065,0.99685,9,6
red,0.63,0.097,0.99675,9,6
red,0.63,0.097,0.99675,9,6
red,0.645,0.097,0.99675,9.2,6
red,0.63,0.097,0.99675,9,6
red,1,0.065,0.99685,9,6
red,0.635,0.263,0.9971,9.3,5
red,0.38,0.093,0.99925,10.9,6
red,0.58,0.102,0.99565,9.8,6
red,0.21,0.075,1.00005,9.2,7
red,0.21,0.075,1.00005,9.2,7
red,0.66,0.084,0.9983,9.9,6
red,0.68,0.075,0.99685,9.5,5
red,0.6,0.072,0.9963,9.3,5
red,0.53,0.074,0.99615,9.8,6
red,0.66,0.084,0.9983,9.9,6
red,0.32,0.063,0.9985,10,6
red,0.6,0.074,0.9972,9.9,6
red,0.35,0.09,0.9986,10.5,5
red,0.775,0.092,0.9959,9.5,5
red,0.6,0.074,0.9972,9.9,6
red,0.57,0.073,0.99675,9.3,5
red,0.34,0.075,0.998,9.2,5
red,0.695,0.075,0.9968,9.2,5
red,0.41,0.611,0.9968,9.4,5
red,0.31,0.085,0.99965,10.5,7
red,0.33,0.077,0.99625,9.3,5
red,0.975,0.087,0.99565,9.4,4
red,0.52,0.07,0.99575,10,5
red,0.37,0.077,0.9963,9.3,5
red,0.56,0.064,0.9999,10.9,5
red,0.26,0.071,0.9968,10.2,7
red,0.87,0.096,1.00025,9.8,4
red,0.35,0.078,0.9973,12.8,8
red,0.54,0.077,0.9987,9.4,6
red,0.18,0.104,0.9996,10.1,6
red,0.545,0.087,0.9965,10.7,6
red,0.18,0.104,0.9996,10.1,6
red,0.37,0.071,0.99935,10.1,5
red,0.715,0.076,0.99735,9.4,5
red,0.65,0.088,0.99915,9.4,5
red,0.545,0.087,0.9965,10.7,6
red,0.54,0.077,0.9987,9.4,6
red,0.18,0.104,0.9996,10.1,6
red,0.32,0.073,0.9976,12.6,8
red,0.4,0.087,0.9991,10.5,7
red,0.26,0.071,0.9986,9.3,6
red,0.27,0.358,0.9972,9.9,7
red,0.52,0.067,0.9971,9.1,5
red,0.4,0.087,0.9991,10.5,7
red,0.59,0.102,1.00015,9.8,5
red,0.59,0.102,1.00015,9.8,5
red,0.45,0.073,0.9997,10.3,6
red,0.4,0.092,0.9967,10.3,6
red,0.52,0.091,0.9976,10.6,7
red,0.42,0.105,1.001,9.2,5
red,0.52,0.091,0.9976,10.6,7
red,0.2,0.343,0.9979,10.5,5
red,0.55,0.091,0.9994,10.3,6
red,0.36,0.098,0.9964,10.1,6
red,0.34,0.094,1.0014,9.5,6
red,0.5,0.073,1.0001,9.5,5
red,0.83,0.086,0.9981,9.9,5
red,0.63,0.083,0.99855,9.6,5
red,0.65,0.094,0.9993,9.7,5
red,0.67,0.08,0.99845,9.6,5
red,0.53,0.086,0.9965,10.7,6
red,0.18,0.068,0.9973,10.1,6
red,0.705,0.092,0.9994,10,5
red,0.67,0.186,0.996,9.5,5
red,0.65,0.112,0.9973,9.2,5
red,0.53,0.063,0.9998,9.3,6
red,0.62,0.082,0.9966,9.4,5
red,0.41,0.213,0.9994,9.5,6
red,0.43,0.214,0.9994,9.5,6
red,0.29,0.062,0.9968,9.5,6
red,0.53,0.063,0.9998,9.3,6
red,0.53,0.072,0.996,9.4,6
red,0.46,0.093,0.99815,9.5,6
red,0.47,0.076,0.9976,9.4,5
red,0.36,0.087,0.99645,11,5
red,0.35,0.096,0.9962,11,6
red,0.56,0.102,0.9996,10.1,5
red,0.77,0.082,0.99865,10.4,6
red,0.66,0.083,0.9989,11.5,7
red,0.77,0.082,0.99865,10.4,6
red,0.66,0.083,0.9989,11.5,7
red,0.61,0.09,0.99975,9.7,5
red,0.62,0.079,0.99735,9.3,5
red,0.59,0.09,0.999,9.5,6
red,0.49,0.071,1.0015,9.2,6
red,0.49,0.071,1.0015,9.2,6
red,0.53,0.121,0.9978,11.5,7
red,0.44,0.107,0.998,11.5,5
red,0.27,0.082,1.0002,9.7,6
red,0.46,0.061,0.9981,9.5,5
red,0.36,0.122,0.998,12.5,6
red,0.36,0.122,0.998,12.5,6
red,0.58,0.066,0.9973,9.4,6
red,0.56,0.105,0.9958,11,5
red,0.65,0.078,0.9963,11.7,7
red,0.695,0.128,0.9992,12.2,7
red,0.43,0.052,0.9948,12.5,6
red,0.43,0.08,0.9974,10.3,5
red,0.49,0.103,1.0008,11.5,6
red,0.28,0.082,0.9997,9.8,7
red,0.34,0.066,1,9.2,6
red,0.42,0.065,0.9972,11.3,6
red,0.39,0.118,0.9982,9.8,6
red,0.39,0.118,0.9982,9.8,6
red,0.57,0.082,1.0006,10.7,6
red,0.685,0.067,0.9979,9.9,5
red,0.815,0.072,0.9955,12.3,7
red,0.49,0.093,0.9986,12,6
red,0.56,0.089,0.9979,10,6
red,0.785,0.093,0.9994,9.4,6
red,0.67,0.107,1.0004,9.9,6
red,0.795,0.096,0.9994,9.4,6
red,0.665,0.09,0.9974,9.3,5
red,0.53,0.12,1.0018,13,5
red,0.21,0.066,0.9912,11.9,6
red,0.75,0.078,0.9955,12.8,6
red,0.41,0.08,1.0001,11,5
red,0.42,0.116,0.997,11.7,7
red,0.43,0.109,1,10.4,7
red,0.38,0.088,1.001,9.8,6
red,0.7,0.099,0.9973,9.4,5
red,0.45,0.086,0.9982,9.9,6
red,0.58,0.072,0.9992,10,5
red,0.46,0.071,0.9988,10.2,5
red,0.615,0.083,1.0022,10,7
red,0.42,0.107,0.9979,11.8,6
red,0.615,0.083,1.0022,10,7
red,0.575,0.076,1,9,5
red,0.34,0.159,0.9998,9.4,5
red,0.27,0.074,0.9962,12,7
red,0.765,0.063,0.9975,9.9,5
red,0.24,0.056,0.9967,8.7,6
red,0.28,0.067,0.9967,10.6,6
red,0.55,0.106,0.9959,9.2,5
red,0.41,0.089,1.0014,10.8,6
red,0.54,0.124,0.9984,11.8,7
red,0.45,0.078,1.0003,11,6
red,0.27,0.074,0.9962,12,7
red,0.625,0.088,0.9988,13.3,6
red,0.42,0.094,0.9979,10.8,6
red,0.26,0.08,0.9974,9.4,6
red,0.415,0.085,1.0014,10,6
red,0.26,0.08,0.9974,9.4,6
red,0.26,0.08,0.9974,9.4,6
red,0.51,0.087,0.998,9.2,5
red,0.63,0.09,0.9979,9.7,6
red,0.54,0.088,0.9981,9.2,6
red,0.66,0.079,0.9972,9.6,6
red,0.46,0.088,0.9981,9.2,6
red,0.38,0.096,0.9982,10,7
red,0.85,0.045,0.9924,12.9,8
red,0.415,0.085,1.0014,10,6
red,0.37,0.082,0.998,9.5,5
red,0.665,0.112,0.997,9.1,5
red,0.6,0.063,0.9997,9.9,5
red,0.37,0.066,1.0004,13,7
red,0.735,0.122,0.9994,9.9,5
red,0.59,0.087,0.9988,11,6
red,0.59,0.087,0.9988,11,6
red,0.765,0.064,0.9963,9.4,5
red,0.735,0.122,0.9994,9.9,5
red,0.26,0.059,0.9949,10.8,6
red,0.48,0.085,1,10.5,6
red,0.6,0.085,0.9994,10.5,6
red,0.69,0.075,0.9974,9.1,5
red,0.31,0.059,0.9966,10.1,6
red,0.44,0.063,0.9981,10.8,6
red,0.39,0.093,0.9996,10.8,7
red,0.34,0.174,0.997,11.3,6
red,0.46,0.07,0.9981,9.6,4
red,0.43,0.08,0.9987,9.5,6
red,0.45,0.08,0.9987,9.5,5
red,0.735,0.1,0.9966,9.3,5
red,0.4,0.097,0.9986,11.7,7
red,0.52,0.087,0.9982,9.5,5
red,0.725,0.117,1.0014,9.3,5
red,0.48,0.111,0.997,11.7,6
red,0.58,0.091,0.9956,10.5,5
red,0.38,0.121,0.9996,10.4,6
red,0.77,0.066,0.9976,9.9,5
red,0.56,0.089,0.9972,11.8,7
red,0.84,0.059,0.9952,12.3,7
red,0.96,0.047,0.9955,10.9,5
red,0.24,0.066,0.9978,11,7
red,0.96,0.047,0.9955,10.9,5
red,0.84,0.059,0.9952,12.3,7
red,0.67,0.045,0.9949,11.4,6
red,0.78,0.077,0.9988,10.6,6
red,0.52,0.07,0.9978,9.3,5
red,0.84,0.088,0.9997,10.4,6
red,0.24,0.066,0.9978,11,7
red,0.55,0.074,0.9974,9.2,5
red,0.37,0.078,0.9958,12.8,6
red,0.39,0.091,1.0004,9.5,5
red,0.41,0.076,0.9996,9.9,6
red,0.39,0.091,1.0004,9.5,5
red,0.67,0.06,0.9958,10.2,6
red,0.45,0.066,0.9986,11.2,6
red,0.41,0.076,0.9996,9.9,6
red,0.62,0.062,0.9951,9.3,5
red,0.31,0.072,0.9987,9.8,8
red,0.4,0.068,0.9988,11.3,6
red,0.685,0.1,1.0032,11.2,7
red,0.44,0.077,0.9963,11.6,7
red,0.57,0.054,0.9934,12.5,7
red,0.735,0.079,0.9986,10.1,6
red,0.38,0.081,0.9996,10.5,5
red,0.48,0.127,0.9968,11.2,5
red,0.53,0.1,0.9967,10.2,6
red,0.39,0.095,0.9994,10.8,6
red,0.39,0.095,0.9994,10.8,6
red,0.37,0.413,0.9979,9.1,6
red,0.56,0.084,0.9968,10,6
red,0.33,0.084,0.9998,11.2,7
red,0.23,0.063,0.9952,11.1,5
red,0.62,0.086,0.9988,13.4,8
red,0.59,0.095,0.9986,10.3,5
red,0.63,0.097,0.9988,9.6,5
red,0.33,0.084,0.9998,11.2,7
red,0.58,0.074,1.0008,9,3
red,0.43,0.083,0.9976,11.3,6
red,0.615,0.087,0.9982,9.3,5
red,0.26,0.085,0.997,11.8,5
red,0.66,0.098,0.9972,9,5
red,0.315,0.084,0.9987,9.2,6
red,0.29,0.098,1.0006,9.7,5
red,0.5,0.069,0.9982,11.5,6
red,0.46,0.065,0.9947,14,6
red,0.36,0.09,1,9.2,6
red,0.82,0.07,0.9952,9.8,5
red,0.32,0.093,0.9996,10.6,5
red,0.54,0.081,0.997,11.4,6
red,0.37,0.083,0.9995,10.4,6
red,0.35,0.062,0.9971,10.6,5
red,0.28,0.08,0.9982,9.4,6
red,0.68,0.087,0.9988,10.2,5
red,0.27,0.091,0.998,9.7,5
red,0.24,0.075,0.9977,11,6
red,0.68,0.087,0.9988,10.2,5
red,0.685,0.077,0.9984,10.1,6
red,0.28,0.069,1.0026,9.2,5
red,0.3,0.08,0.9964,11.7,8
red,0.36,0.152,0.9986,9.4,5
red,0.36,0.152,0.9986,9.4,5
red,0.44,0.114,0.997,13.4,6
red,0.67,0.054,0.9976,10,5
red,0.67,0.054,0.9976,10,5
red,0.645,0.053,0.9982,10,6
red,0.32,0.081,1.0002,10.8,7
red,0.39,0.073,0.9984,10.2,6
red,0.775,0.078,0.9984,10.6,6
red,0.41,0.055,0.9952,13.3,7
red,0.4,0.052,0.995,13.4,7
red,0.69,0.086,1.0002,11.6,6
red,0.39,0.051,0.9952,12.1,6
red,0.35,0.07,0.9972,11,8
red,0.52,0.081,0.9984,9,6
red,0.34,0.09,0.9966,11.1,5
red,0.35,0.07,0.9972,11,8
red,0.69,0.086,1.0002,11.6,6
red,0.52,0.081,0.9984,9,6
red,0.44,0.074,0.999,12,7
red,0.44,0.074,0.999,12,7
red,0.26,0.078,0.9976,10.9,7
red,0.24,0.077,0.9976,10.8,7
red,0.49,0.072,0.9968,12.5,7
red,0.24,0.075,0.9976,10.8,7
red,0.67,0.084,1,9.5,6
red,0.59,0.09,0.9994,10.2,6
red,0.29,0.084,0.9986,11.4,7
red,0.42,0.073,0.9978,9.5,5
red,0.59,0.09,0.9994,10.2,6
red,0.4,0.125,0.998,9.7,6
red,0.51,0.107,0.9973,11.8,7
red,0.51,0.107,0.9973,11.8,7
red,0.655,0.122,1.001,9.3,5
red,0.6,0.1,1.001,11.9,6
red,0.61,0.2,0.9994,8.4,3
red,0.21,0.088,0.9972,11.7,6
red,0.365,0.088,0.9966,11,5
red,0.25,0.088,0.9982,10,6
red,0.41,0.088,0.998,9.1,5
red,0.39,0.099,0.9979,9.8,5
red,0.4,0.085,0.9978,9.4,5
red,0.43,0.086,0.9976,9.5,5
red,0.64,0.105,0.9998,9.9,5
red,0.365,0.088,0.9966,11,5
red,0.38,0.097,0.9962,11.4,6
red,0.42,0.084,0.9988,8.7,6
red,0.63,0.077,0.9974,9.4,5
red,0.22,0.078,0.999,10.3,6
red,0.38,0.098,1.0004,10.3,5
red,0.38,0.098,1.0004,10.3,5
red,0.27,0.072,0.9956,12.8,6
red,0.48,0.102,1,10,6
red,0.22,0.078,0.999,10.3,6
red,0.63,0.077,0.9974,9.4,5
red,0.825,0.084,0.9972,10.7,6
red,0.35,0.066,1.0014,12,7
red,0.5,0.1,0.9996,11.2,5
red,0.59,0.101,0.9988,9.6,5
red,0.46,0.064,0.9988,11,6
red,0.715,0.07,0.9966,9.9,5
red,0.66,0.085,0.9993,11,6
red,0.31,0.075,1.0008,8.4,6
red,0.47,0.094,0.9982,9.1,5
red,0.55,0.078,0.9983,9.5,6
red,0.31,0.067,0.9987,10.7,6
red,0.35,0.079,0.9994,10.4,6
red,0.53,0.171,0.9975,9.4,6
red,0.51,0.074,0.9958,9.5,6
red,0.43,0.092,0.998,10,6
red,0.46,0.092,0.998,10,6
red,1.04,0.05,0.9934,11.5,5
red,0.645,0.095,1.00315,11.1,5
red,0.645,0.095,1.00315,11.1,5
red,0.53,0.118,1.0002,11.7,6
red,0.645,0.095,1.00315,11.1,5
red,0.53,0.118,1.0002,11.7,6
red,0.47,0.085,1.0021,12.7,6
red,0.6,0.075,0.9994,11.4,5
red,0.44,0.078,0.9978,9.2,5
red,0.54,0.094,0.9982,9.2,5
